ID,Language_ID,Parameter_ID,Value,Code_ID,Comment,Source,Value_RU,Comment_RU
14076,livonian,K-15,In case,K-15-3,,,По падежу,
14077,livonian,K-16,Number and case,K-16-7,,,Число и падеж,
14078,livonian,K-19,Mainly or only suffixal,K-19-4,,,Преимущественно или только суффиксальная,
14079,livonian,L-1,"Conversion, reduplication and compounding",L-1-18,,,"Конверсия, словосложение и аффиксация",
14080,livonian,L-2,Prefixes and suffixes,L-2-3,,,Префиксы и суффиксы,
14081,livonian,M-1,Accusative,M-1-3,,,Аккузативная,
14082,livonian,M-3,SVO,M-3-1,,,SVO,
14083,livonian,N-1,Not fixed,N-1-3,,,Не фиксирован,
14084,livonian,N-3,Finite forms,N-3-1,,,Финитные формы,
14085,livonian,N-4,Subordination and compounding,N-4-4,,,Сочинение и подчинение,
14086,livonian,N-5,Both syndesis and asyndeton possible,N-5-3,,,Союзная и бессоюзная,
14087,loko,A-1,Four,A-1-3,,,Четыре,
14088,loko,A-2,"Close, close-mid, open-mid and open",A-2-5,,,"Верхний, верхне-средний, нижне-средний и нижний",
14089,loko,A-4,"Front, central and back",A-4-3,,,"Передний, средний (смешанный) и задний",
14090,loko,A-5,Absent,A-5-2,,,Отсутствуют,
14091,loko,A-7,Absent,A-7-2,,,Отсутствует,
14092,loko,A-9,Present,A-9-1,,,Присутствует,
14093,loko,A-10,"Present for front, central and back vowels",A-10-7,,,"В переднем, среднем и заднем рядах / во всех рядах",
14094,loko,A-11,No vowel opposition in pharyngealization,A-11-1,,,Противопоставление гласных по фарингализации отсутствует,
14095,loko,A-12,No vowel opposition in ATR,A-12-1,,,Противопоставление гласных по продвинутости корня языка отсутствует,
14096,loko,A-13,No diphthongs and triphthongs,A-13-1,,,Дифтонги и трифтонги отсутствуют,
14097,loko,A-15,Opposition by presence and absence of voice,A-15-1,,,Противопоставление по звонкости/глухости,
14098,loko,A-16,Plosives and fricatives,A-16-1,,,Взрывные и фрикативные,
14099,loko,A-17,"Labial, coronal, palatal, guttural and laryngeal",A-17-2,,,"Губные, переднеязычные, палатальные, велярные/увулярные и ларингальные",
14100,loko,A-18,Bilabial and labiodental,A-18-2,,,Губно-губные и губно-зубные,
14101,loko,A-19,Dental and alveolar,A-19-6,,,Дентальные и альвеолярные,
14102,loko,A-20,Velar,A-20-1,,,Велярные,
14103,loko,A-21,Only pharyngeal,A-21-1,,,Только фарингальные,
14104,loko,A-22,By labialization and nasalisation,A-22-10,,,По лабиализации и назализации,
14105,loko,A-23,"Nasal, liquid, vibrant and glide",A-23-6,,,"Назальные, плавные, вибранты и глайды",
14106,loko,A-24,"Labial, coronal and guttural",A-24-16,,,"Лабиальные, переднеязычные и заднеязычные",
14107,loko,A-25,Absent,A-25-1,,,Отсутствуют,
14108,loko,B-3,,,,,Неприменимо,
14109,loko,B-11,,,,,Более трёх,
14110,loko,B-14,Rising,B-14-1,,,Восходящий,
14111,loko,B-14,Falling,B-14-4,,,Нисходящий,
14112,loko,B-15,Non-phonological,B-15-2,,,Нефонологическая,
14113,loko,B-16,Foot,B-16-8,,,Стопа,
14114,loko,B-17,Backness,B-17-2,,,Ряд,
14115,loko,B-19,Nasalization,B-19-1,,,Назализация,
14116,loko,C-1,Both null and non-null onset possible,C-1-4,,,Есть прикрытые и неприкрытые слоги,
14117,loko,C-2,Most syllables have a null coda,C-2-3,,,Большинство слогов открытые,
14118,loko,D-1,No consonant clusters,D-1-6,,,Запрет на любые стечения согласных,
14119,loko,D-2,Limited set of consonants possible,D-2-5,,,Ограниченный набор согласных,
14120,loko,D-4,Differences in syllable structure,D-4-8,,,Различия в структуре слога,
14121,loko,D-5,,,,,Нет данных,
14122,loko,D-6,Differences in syllable structure,D-6-4,,,Различия в структуре слога,
14123,loko,D-8,Consonant alternations,D-8-2,,,Консонантные,
14124,loko,E-1,Agglutinative with some fusional features,E-1-2,,,Агглютинативный с элементами флективного,
14125,loko,E-2,Phonetically unconditioned fusion,E-2-4,,,Фонетически необусловленная фузия,
14126,loko,E-4,Analytic with elements of synthetism,E-4-3,,,Аналитический с элементами синтетизма,
14127,loko,F-1,No agreement classes,F-1-1,,,Согласовательные классы отсутствуют,
14128,loko,F-6,Absent,F-6-1,,,Отсутствует,
14129,loko,F-7,,,,,Автосемантичность/реляционность,
14130,loko,F-8,Morphological,F-8-2,,,Морфологическое,
14131,loko,G-1,Singular and plural,G-1-1,,,Единственное и множественное,
14132,loko,G-2,Unmarked,G-2-2,,,Немаркированное,
14133,loko,G-3,Absent,G-3-1,,,Отсутствуют,
14134,loko,G-4,No agreement in number,G-4-1,,,Отсутствует,
14135,loko,G-5,Singular,G-5-1,,,Единственное,
14136,loko,G-6,Decimal with elements of quinary,G-6-8,,,Десятичная с элементами пятеричной,
14137,loko,H-1,One-two,H-1-1,,,Один-два,
14138,loko,H-2,,,,,Субъект маркируется в местоименно-предикативных показателях,
14139,loko,H-5,,,,,Тоновые чередования на зависимом (поссессуме),
14140,loko,H-6,Postpositions,H-6-5,,,Послелоги,
14141,loko,H-7,,,,,"Маркирование есть, требует уточнения",
14142,loko,H-8,Same,H-8-1,,,Нет различий,
14143,loko,H-9,Absent,H-9-2,,,Отсутствуют,
14144,loko,I-1,Category of voice is absent,I-1-1,,,Категория залога отсутствует,
14145,loko,I-5,,,,,Есть отдельные конструкции с семантикой будущего времени,
14146,loko,I-6,Syncretic,I-6-2,,,Синкретическое,
14147,loko,I-7,Affixes and function words,I-7-4,,,Аффиксы и служебные слова,
14148,loko,I-8,"Tense, aspect, modality, and polarity",I-8-16,,,"Время, вид, модальность и полярность",
14149,loko,I-9,Absent,I-9-1,,,Отсутствует,
14150,loko,I-10,Absent,I-10-1,,,Отсутствует,
14151,loko,J-3,Preverbs,J-3-12,,,Превербы,
14152,loko,J-5,Noun affixes,J-5-2,,,Именные аффиксы,
14153,loko,J-6,Articles,J-6-1,,,Артикли,
14154,loko,J-7,In noun phrase,J-7-1,,,В именной группе,
14155,loko,J-8,Negative particles,J-8-3,,,Отрицательные частицы,
14156,loko,J-9,,,,,Фиксированная позиция в клаузе (после субъекта),
14157,loko,K-1,Pronominal inflection type,K-1-3,,,Собственный тип склонения,
14158,loko,K-2,Only definite,K-2-3,,,Только определенный,
14159,loko,K-4,Preposition and postposition,K-4-3,,,Препозиция и постпозиция,
14160,loko,K-5,Single article preceding the phrase,K-5-1,,,Единый артикль для всей именной группы,
14161,loko,K-6,,,,,"Определенность, референтность и число",
14162,loko,K-7,Single type of conjugation,K-7-1,,,Единый тип спряжения,
14163,loko,K-8,,,,,Субъектное согласование (в предикативных показателях),
14164,loko,K-9,,,,,Нет данных,
14165,loko,K-10,,,,,Нет данных,
14166,loko,K-11,Absent,K-11-1,,,Отсутствуют,
14167,loko,K-12,Absent,K-12-1,,,Отсутствуют,
14168,loko,K-13,Absent,K-13-1,,,Отсутствует,
14169,loko,K-14,Absent,K-14-2,,,Отсутствует,
14170,loko,K-15,No attributive agreement,K-15-1,,,Атрибутивное согласование отсутствует,
14171,loko,K-16,(In)definiteness and number,K-16-8,,,Определенность и число,
14172,loko,K-17,Absent,K-17-1,,,Отсутствует,
14173,loko,K-18,Affixes,K-18-2,,,Аффиксы,
14174,loko,K-19,Mainly or only suffixal,K-19-4,,,Преимущественно или только суффиксальная,
14175,loko,L-1,"Derivation, compounding, conversion and reduplication",L-1-21,,,"Аффиксация, словосложение, конверсия и редупликация",
14176,loko,L-2,Prefixes and suffixes,L-2-3,,,Префиксы и суффиксы,
14177,loko,L-3,,,,,Нет данных,
14178,loko,M-1,Accusative with elements of ergativity,M-1-7,,,Аккузативная с элементами эргативной,
14179,loko,M-2,Fixed,M-2-1,,,Жесткий,
14180,loko,M-3,SOV,M-3-2,,,SOV,
14181,loko,M-4,Modifier follows noun,M-4-2,,,Определение следует за определяемым,
14182,loko,M-5,,,,,Нет данных,
14183,loko,N-2,Special form of predicate,N-2-4,,,Особое оформление сказуемого,
14184,loko,N-3,Both finite and non-finite forms possible,N-3-3,,,Финитные и нефинитные формы,
14185,loko,N-4,"Subordination, compounding and clause chaining",N-4-5,,,"Сочинение, подчинение и цепочки клауз",
14186,loko,N-5,Asyndeton dominant,N-5-2,,,Преобладает бессоюзная,
14187,lomavren,A-1,Three,A-1-2,,,Три,
14188,lomavren,A-2,"Close, mid and open",A-2-3,,,"Верхний, средний и нижний",
14189,lomavren,A-4,"Front, central and back",A-4-3,,,"Передний, средний (смешанный) и задний",
14190,lomavren,A-7,Absent,A-7-2,,,Отсутствует,
14191,lomavren,A-9,Absent,A-9-2,,,Отсутствует,
14192,lomavren,A-11,No vowel opposition in pharyngealization,A-11-1,,,Противопоставление гласных по фарингализации отсутствует,
14193,lomavren,A-12,No vowel opposition in ATR,A-12-1,,,Противопоставление гласных по продвинутости корня языка отсутствует,
14194,lomavren,A-13,No diphthongs and triphthongs,A-13-1,,,Дифтонги и трифтонги отсутствуют,
14195,lomavren,A-15,Opposition by voice presence/absence and by aspiration,A-15-6,,,Противопоставления по звонкости/глухости и по аспирации,
14196,lomavren,A-16,"Plosives, affricates and fricatives",A-16-3,,,"Взрывные, аффрикаты и фрикативные",
14197,lomavren,A-17,"Labial, coronal, palatal, guttural and laryngeal",A-17-2,,,"Губные, переднеязычные, палатальные, велярные/увулярные и ларингальные",
